"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
1873,41,1,804.25,19.7,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1874,72,1,5011.15,70.65,"Two year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No"
1875,43,1,3574.5,86.45,"Two year","Credit card (automatic)","No","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
1876,72,1,8086.4,114.1,"Two year","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
1877,47,1,4563,95.2,"One year","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
1878,72,1,6362.35,88.55,"Two year","Credit card (automatic)","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
1879,3,1,67.1,20.75,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1880,1,0,70.05,70.05,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
1881,2,0,165.45,86,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
1882,26,1,1156.55,44.65,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","No","No phone service","DSL","Yes","Yes","No","No","No","Yes"
1883,29,1,1834.15,60.2,"Month-to-month","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","Yes"
1884,35,0,3653.35,100.5,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
1885,27,1,1477.65,55.45,"One year","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No"
1886,24,1,1706.45,70.3,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes"
1887,67,1,3953.7,60.4,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","No"
1888,16,0,1194.3,72.65,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
1889,23,1,1327.85,55.8,"One year","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No"
1890,14,1,419.7,31.1,"Month-to-month","Mailed check","Yes","Male","No","No","No","No","No phone service","DSL","No","Yes","No","No","No","No"
1891,1,0,21,21,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1892,1,0,45.1,45.1,"Month-to-month","Mailed check","No","Female","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No"
1893,4,1,207.35,50.95,"Month-to-month","Credit card (automatic)","Yes","Male","Yes","No","No","No","No phone service","DSL","No","Yes","No","No","Yes","Yes"
1894,16,1,1083.7,69.1,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes"
1895,46,1,2007.85,43.95,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","No","No phone service","DSL","No","No","No","No","Yes","Yes"
1896,68,1,5882.75,86.5,"Two year","Bank transfer (automatic)","Yes","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
1897,38,1,2657.55,69.95,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No"
1898,30,0,1527.5,50.4,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","No","DSL","No","Yes","No","No","No","No"
1899,5,0,378.4,78.95,"Month-to-month","Electronic check","No","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
1900,17,1,1612.2,90.95,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes"
1901,4,1,76.65,19.9,"Two year","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1902,12,1,260.7,20.15,"One year","Electronic check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1903,72,1,6441.85,90.6,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
1904,3,1,266.8,92,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes"
1905,56,0,5124.6,94.45,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes"
1906,41,1,962.25,24.85,"One year","Mailed check","Yes","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1907,40,1,1382.9,36,"One year","Credit card (automatic)","No","Male","No","No","No","No","No phone service","DSL","No","Yes","No","Yes","No","No"
1908,7,1,571.05,78.5,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes"
1909,69,1,1399.35,19.95,"Two year","Credit card (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1910,7,1,150,20.65,"One year","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1911,5,1,167.2,30.5,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","No","No","No","No"
1912,72,1,7657.4,106.1,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
1913,44,1,865.05,20.5,"One year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1914,65,1,6153.85,95.5,"One year","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
1915,3,1,174.2,64.6,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No"
1916,24,1,1269.6,51.1,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No"
1917,44,0,3862.55,84.8,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No"
1918,72,1,6352.4,89.1,"Two year","Credit card (automatic)","No","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
1919,24,1,1348.5,54.95,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No"
1920,1,0,50.9,50.9,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No"
1921,22,1,471.55,20.45,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1922,70,1,5931.75,85.95,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
1923,25,1,1404.65,60.35,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","No","No","Yes","No"
1924,37,1,726.1,19.8,"Two year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1925,22,1,1961.6,85.35,"Month-to-month","Bank transfer (automatic)","No","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","No"
1926,59,1,4194.85,72.1,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","Yes","Yes","No"
1927,49,0,4872.45,99.8,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
1928,47,0,5118.95,107.35,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
1929,31,0,658.95,19.55,"Month-to-month","Mailed check","Yes","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1930,1,1,81.05,81.05,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes"
1931,3,1,76.95,20.5,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1932,53,1,5809.75,111.8,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
1933,1,1,20.2,20.2,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1934,20,1,415.9,19.7,"One year","Mailed check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1935,3,0,246.5,79.1,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","No"
1936,51,1,996.95,19.85,"One year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1937,51,1,3145.15,60.5,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No"
1938,13,1,265.3,19.55,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1939,1,1,20.9,20.9,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1940,1,1,21.05,21.05,"Month-to-month","Mailed check","Yes","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1941,63,1,4576.3,71.5,"One year","Electronic check","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No"
1942,3,1,189.1,54.65,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes"
1943,46,1,908.15,19.2,"Two year","Credit card (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1944,1,1,49.8,49.8,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","DSL","No","No","No","No","No","No"
1945,8,0,215.2,25.5,"Month-to-month","Mailed check","No","Male","No","No","Yes","No","No phone service","DSL","No","No","No","No","No","No"
1946,71,1,1500.95,20.5,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1947,55,1,5099.15,90.4,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
1948,70,1,6385.95,90.25,"One year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
1949,2,0,159.45,80.75,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
1950,67,1,6885.75,104.6,"Two year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes"
1951,65,0,5940.85,91.85,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
1952,14,1,668.85,50.2,"Month-to-month","Credit card (automatic)","No","Male","No","Yes","No","Yes","No","DSL","No","No","Yes","No","No","No"
1953,20,1,1916.2,95.5,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes"
1954,1,0,75.35,75.35,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","No"
1955,1,0,75.45,75.45,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
1956,49,1,4613.95,95.4,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
1957,72,1,7261.25,101.3,"Two year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
1958,46,1,2459.8,53.1,"Month-to-month","Electronic check","No","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","No","No","No","No"
1959,24,1,2048.8,84.85,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No"
1960,5,1,163.55,34.25,"Month-to-month","Electronic check","No","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","No","Yes","No","No"
1961,33,1,2888.7,88.6,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
1962,42,1,2421.6,60.15,"One year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No"
1963,23,1,2292.75,99.95,"One year","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes"
